provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
15604,Catherine Beautician Services,Beautician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",31.4496,72.410399,5.0,Available Soon,5,3227,80,High,False,Roman Urdu,114.964.5942x56969,katrina74@hotmail.com,2023-08-09
15605,Brenda Tutor Services,Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",26.659353,67.581565,3.2,Available Soon,9,2406,22,High,False,"Urdu, Roman Urdu",972-753-3062x7481,walshluke@cox.org,2026-03-25
15606,Devon Carpenter Services,Carpenter,Faisalabad,D Ground,"D Ground, Faisalabad",27.676511,70.96157,4.9,Available,20,4681,95,Low,False,"English, Urdu, Roman Urdu",(869)895-0843x404,timothygraham@sanchez-rodriguez.org,2025-10-17
15607,Mackenzie Home Tutor Services,Home Tutor,Islamabad,F-10,"F-10, Islamabad",29.076151,73.430881,4.0,Available Soon,13,3068,13,Medium,True,"English, Urdu",+1-981-660-0861x69427,estradashawna@hotmail.com,2024-03-11
15608,Jack Computer Technician Services,Computer Technician,Lahore,Model Town,"Model Town, Lahore",30.448142,71.435239,3.8,Offline,13,3620,52,High,True,English,001-809-665-1851x9493,everettbilly@roberts.com,2024-02-27
15609,Teresa Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Bahria Town,"Bahria Town, Lahore",33.033159,68.977553,3.1,Busy,1,2248,12,Medium,False,Urdu,+1-726-129-6553x79743,hmanning@baker-ford.com,2024-07-28
15610,John Cleaning Service Services,Cleaning Service,Lahore,Model Town,"Model Town, Lahore",29.566748,71.860829,3.9,Available,8,3706,112,High,True,"English, Urdu, Roman Urdu",001-799-133-8966,cferguson@yahoo.com,2023-04-13
15611,Zachary Mobile Repair Services,Mobile Repair,Lahore,Gulberg,"Gulberg, Lahore",30.695358,70.277919,4.0,Available,18,4380,7,Low,True,Urdu,+1-373-489-7769x62253,cwhitehead@gmail.com,2022-04-13
15612,David Home Tutor Services,Home Tutor,Islamabad,F-10,"F-10, Islamabad",26.292006,69.167067,4.3,Available,11,23,58,High,False,"English, Urdu, Roman Urdu",+1-806-030-0250x16803,beckerjustin@aguilar.com,2024-06-07
15613,Jared Plumber Services,Plumber,Faisalabad,D Ground,"D Ground, Faisalabad",32.548388,69.67261,3.8,Busy,3,2809,101,Medium,True,Roman Urdu,079-626-4532,pthompson@gmail.com,2026-05-11
15614,Rachel Tutor Services,Tutor,Islamabad,I-8,"I-8, Islamabad",26.540466,69.812734,3.1,Available Soon,14,3981,64,Medium,False,"English, Urdu",(405)555-5775x827,thomaskathleen@hotmail.com,2023-05-20
15615,Lynn Electrician Services,Electrician,Faisalabad,Madina Town,"Madina Town, Faisalabad",27.169734,71.909881,4.2,Available Soon,15,3573,23,High,True,"Urdu, Roman Urdu",001-107-819-9921x366,trevormercer@dalton-miller.com,2024-06-09
15616,Linda Tutor Services,Tutor,Karachi,Malir,"Malir, Karachi",28.731988,70.757357,3.6,Available Soon,1,3601,65,Low,True,English,(216)388-3808x750,justinkim@yahoo.com,2024-01-05
15617,Benjamin Mechanic Services,Mechanic,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",31.404165,71.053047,3.4,Available Soon,1,863,58,Low,True,Roman Urdu,030-642-5533,jonespaul@hotmail.com,2026-03-27
15618,Andrew Plumber Services,Plumber,Peshawar,University Town,"University Town, Peshawar",24.05595,70.522811,4.2,Offline,18,1515,107,Medium,True,"Urdu, Roman Urdu",(748)840-0065,don05@martin.com,2025-07-14
15619,Samantha Carpenter Services,Carpenter,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.240808,68.350391,3.7,Available Soon,4,3992,44,Low,True,Roman Urdu,322.603.6112,william74@gmail.com,2024-04-27
15620,Morgan Electrician Services,Electrician,Karachi,DHA,"DHA, Karachi",27.652725,68.612947,4.7,Busy,18,2414,22,Low,False,"English, Urdu, Roman Urdu",+1-400-471-9660,benjamin97@yahoo.com,2023-07-22
15621,Robert Mechanic Services,Mechanic,Lahore,DHA,"DHA, Lahore",31.611519,68.984027,4.8,Available,7,3160,21,High,True,"Urdu, Roman Urdu",2248786676,johnsonbryan@wong.com,2022-08-08
15622,Dustin Mobile Repair Services,Mobile Repair,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.475108,70.220685,3.3,Busy,5,2150,65,High,True,Roman Urdu,5079178752,michael09@gmail.com,2022-04-14
15623,Isabella Carpenter Services,Carpenter,Lahore,Bahria Town,"Bahria Town, Lahore",27.554576,72.524759,4.8,Available Soon,14,419,73,High,False,English,001-528-100-7898,ashley36@yahoo.com,2023-05-04
15624,Tommy Appliance Repair Services,Appliance Repair,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.51247,73.296495,3.4,Available,20,3971,94,High,False,"English, Urdu",001-504-602-4392,lewistaylor@gmail.com,2025-05-29
15625,Gregory Mobile Repair Services,Mobile Repair,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",29.078397,72.116493,4.7,Available Soon,16,884,94,Medium,True,Urdu,664-891-5210,proctorrobert@gmail.com,2025-11-12
15626,Elizabeth Carpenter Services,Carpenter,Islamabad,G-13,"G-13, Islamabad",28.755191,71.560149,3.3,Busy,6,2658,54,High,False,Roman Urdu,609.435.9882,oanthony@yahoo.com,2025-05-20
15627,Mallory Electrician Services,Electrician,Rawalpindi,PWD,"PWD, Rawalpindi",24.170834,68.957529,4.5,Available Soon,4,4504,63,Low,False,Roman Urdu,001-493-011-7084x512,rsuarez@gmail.com,2023-02-06
15628,Devin Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",31.534591,69.577331,4.7,Busy,16,3634,87,Low,True,English,727-318-6351x7159,fmartinez@hotmail.com,2023-07-24
15629,Gregory Mechanic Services,Mechanic,Karachi,Clifton,"Clifton, Karachi",32.209318,67.842994,3.3,Busy,9,3086,11,High,True,"Urdu, Roman Urdu",3052348979,lguzman@romero-lee.com,2023-06-05
15630,Lisa Computer Technician Services,Computer Technician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",33.100601,73.312884,3.3,Busy,5,3908,99,Low,False,English,(451)357-1329,robertfletcher@yahoo.com,2023-01-02
15631,Michael Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Hayatabad,"Hayatabad, Peshawar",30.945774,72.112825,3.2,Offline,11,2302,21,Medium,False,Urdu,(615)113-8693x5848,heathjessica@gmail.com,2023-01-26
15632,Priscilla Tutor Services,Tutor,Karachi,DHA,"DHA, Karachi",28.580016,72.881769,4.8,Available,4,3486,38,Low,False,"English, Urdu, Roman Urdu",523-725-8568x556,lisagallegos@burke.com,2023-08-26
15633,Mark Painter Services,Painter,Lahore,Gulberg,"Gulberg, Lahore",31.86186,69.899575,3.3,Busy,5,1221,79,Medium,False,"Urdu, Roman Urdu",001-502-946-6813x2370,wclark@gmail.com,2022-06-18
15634,Monica Plumber Services,Plumber,Lahore,DHA,"DHA, Lahore",25.076898,69.023253,4.3,Offline,9,4996,85,High,False,English,001-668-713-9900x7130,jorgepayne@adams.com,2025-01-02
15635,George Home Tutor Services,Home Tutor,Islamabad,G-13,"G-13, Islamabad",28.889,73.374512,4.2,Available,17,1180,68,High,False,Urdu,001-631-195-6662,holly40@marks.com,2026-01-19
15636,Samantha Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.897975,68.845272,3.9,Busy,5,2327,52,Low,True,English,577.460.6738x7570,colleen14@hotmail.com,2026-04-16
15637,Jean Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",32.297081,72.345729,4.8,Available,9,4877,50,Low,True,"English, Urdu, Roman Urdu",560.430.4879,karatorres@mcgee-thompson.com,2022-07-16
15638,Isaiah Tutor Services,Tutor,Rawalpindi,Saddar,"Saddar, Rawalpindi",32.732572,69.892118,3.6,Busy,8,639,42,Low,True,"Urdu, Roman Urdu",+1-129-650-0536x33348,kmarks@esparza.biz,2023-06-13
15639,Angela Cleaning Service Services,Cleaning Service,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",31.508281,67.651264,5.0,Available,15,4058,100,Low,False,"English, Urdu, Roman Urdu",+1-081-613-4117,michellerhodes@foley.com,2024-01-07
15640,Amanda Carpenter Services,Carpenter,Faisalabad,Madina Town,"Madina Town, Faisalabad",32.183382,72.6725,4.7,Offline,7,3131,103,Low,False,"Urdu, Roman Urdu",+1-704-610-4026x66582,carrieclark@gmail.com,2026-04-16
15641,Nicole Plumber Services,Plumber,Peshawar,Cantt,"Cantt, Peshawar",26.129183,68.031332,4.1,Available,20,3372,42,Low,True,"English, Urdu",749.972.8258x60975,clifford60@yahoo.com,2025-02-14
15642,Danielle Beautician Services,Beautician,Faisalabad,D Ground,"D Ground, Faisalabad",25.02347,67.152294,4.7,Available Soon,15,4855,53,Low,True,English,916-849-2971x6875,ojames@padilla.biz,2023-04-25
15643,Angela Home Tutor Services,Home Tutor,Karachi,North Nazimabad,"North Nazimabad, Karachi",29.378698,69.268305,4.6,Offline,17,1044,44,High,False,English,(894)049-2222x16374,tstanley@kerr.com,2022-08-10
15644,Angela Computer Technician Services,Computer Technician,Rawalpindi,Saddar,"Saddar, Rawalpindi",33.392369,68.424591,3.0,Available Soon,5,294,7,Medium,False,"English, Urdu, Roman Urdu",+1-524-003-7028x393,anthony56@phillips.com,2024-05-26
15645,Justin Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,F-10,"F-10, Islamabad",32.266604,69.436242,3.7,Available,20,4091,13,High,True,Urdu,588-117-9073x97703,hunter24@best.info,2022-05-01
15646,Michelle Computer Technician Services,Computer Technician,Faisalabad,D Ground,"D Ground, Faisalabad",28.375916,67.022091,4.7,Available Soon,20,2816,77,Low,False,"English, Urdu, Roman Urdu",972-722-7509x0783,sandersjuan@williams.com,2022-05-29
15647,Richard Mobile Repair Services,Mobile Repair,Lahore,Model Town,"Model Town, Lahore",25.542642,67.944731,3.7,Available,20,2400,6,Low,True,English,+1-349-614-4060x906,teresaadams@sanders-riley.biz,2025-10-27
15648,Jose Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",25.06043,68.743045,4.8,Available Soon,7,726,114,Low,True,"English, Urdu, Roman Urdu",+1-180-205-9105,austinlauren@gmail.com,2025-08-26
15649,Deborah AC Technician Services,AC Technician,Karachi,Korangi,"Korangi, Karachi",25.390567,67.595118,3.7,Busy,7,1533,90,High,True,"Urdu, Roman Urdu",(450)919-5553x6202,hriggs@yahoo.com,2024-08-08
15650,James Painter Services,Painter,Islamabad,F-10,"F-10, Islamabad",27.122827,73.239196,3.7,Busy,16,1378,99,Medium,True,"Urdu, Roman Urdu",4510422439,kathleenchapman@yahoo.com,2023-04-16
15651,Noah Computer Technician Services,Computer Technician,Rawalpindi,Saddar,"Saddar, Rawalpindi",29.695561,69.127259,4.8,Offline,1,56,53,Low,False,"English, Urdu",001-933-087-1999x331,laneamy@griffin.com,2024-02-10
15652,Andrew Electrician Services,Electrician,Lahore,Bahria Town,"Bahria Town, Lahore",30.122498,73.422944,3.3,Offline,16,1438,119,Low,True,English,321.488.2297,madelinestewart@martinez.com,2023-04-08
15653,John Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Cantt,"Cantt, Peshawar",33.464016,73.168876,3.2,Busy,12,2910,33,Low,True,Urdu,001-280-413-7931,chays@clayton-shelton.com,2024-07-13
15654,Jason Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",28.434074,68.001083,4.1,Available,16,1832,24,High,False,English,(135)227-4635x3238,johnsonmark@avila.biz,2025-07-15
15655,Samantha Plumber Services,Plumber,Islamabad,Blue Area,"Blue Area, Islamabad",32.315666,67.668591,4.4,Available Soon,4,3564,109,Medium,False,"English, Urdu",848-767-4819,glennchristopher@shah.net,2026-01-04
15656,Ashley Mobile Repair Services,Mobile Repair,Lahore,Gulberg,"Gulberg, Lahore",25.307312,70.386262,3.5,Available Soon,4,1309,49,High,True,"English, Urdu, Roman Urdu",444-924-6736x68256,patelstephanie@gmail.com,2022-04-28
15657,Stephen Appliance Repair Services,Appliance Repair,Karachi,Korangi,"Korangi, Karachi",29.247615,71.869747,4.2,Busy,12,3122,80,High,False,"Urdu, Roman Urdu",+1-404-530-2688,crystal55@hoffman-meyer.info,2025-03-09
15658,Patrick Carpenter Services,Carpenter,Peshawar,University Town,"University Town, Peshawar",29.049759,72.942782,3.1,Available,3,4597,82,Low,False,Roman Urdu,001-615-975-3491x931,cindysnyder@gmail.com,2025-12-21
15659,Michael Plumber Services,Plumber,Lahore,DHA,"DHA, Lahore",27.955685,68.186371,3.4,Offline,3,1091,98,Medium,True,English,(013)949-8333x4676,erica78@coleman-contreras.com,2024-01-29
15660,Mark Carpenter Services,Carpenter,Peshawar,University Town,"University Town, Peshawar",33.385843,71.439605,4.3,Available Soon,20,689,16,Medium,True,"Urdu, Roman Urdu",441.105.4853x567,charles22@watkins-williams.net,2024-11-06
15661,Donna Tutor Services,Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",29.12219,70.20431,3.6,Available Soon,3,1049,64,High,True,English,202-944-3209x89024,duranjennifer@silva.com,2022-10-06
15662,Paul Mechanic Services,Mechanic,Lahore,Johar Town,"Johar Town, Lahore",32.9822,73.254518,4.5,Available Soon,7,1538,6,Medium,False,Urdu,817.440.0878,brendadavenport@yahoo.com,2022-06-13
15663,Chad Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",26.032524,69.533813,3.0,Available Soon,7,2343,5,High,False,Roman Urdu,255.567.4995x588,johnsonadrian@hotmail.com,2022-04-17
15664,Katherine Mobile Repair Services,Mobile Repair,Islamabad,I-8,"I-8, Islamabad",29.62496,70.483088,4.4,Available Soon,16,2863,97,Low,True,English,001-330-086-8314,joshua49@hotmail.com,2025-03-04
15665,Helen Painter Services,Painter,Karachi,Clifton,"Clifton, Karachi",28.616254,73.37018,4.1,Available Soon,12,318,101,High,False,Roman Urdu,847-089-5127,taylor97@gmail.com,2022-08-11
15666,Gavin Carpenter Services,Carpenter,Rawalpindi,PWD,"PWD, Rawalpindi",32.125552,70.988495,3.1,Available Soon,7,2766,10,Low,False,Urdu,(880)127-4145x67176,david46@yahoo.com,2023-01-29
15667,Katrina Mechanic Services,Mechanic,Lahore,Bahria Town,"Bahria Town, Lahore",26.900556,71.683433,4.6,Available Soon,1,1591,15,High,False,Urdu,(436)539-1998,emilypatton@marquez.org,2026-02-15
15668,Lindsay Beautician Services,Beautician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",31.83863,71.059186,3.8,Available,6,4811,26,High,True,"English, Urdu, Roman Urdu",679-284-8135x4059,grahamjames@white.org,2026-02-21
15669,Michele Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Cantt,"Cantt, Peshawar",28.204672,67.715354,4.3,Offline,15,4513,116,Medium,False,Roman Urdu,001-123-814-1235,paulatorres@benson.com,2024-07-28
15670,Andrew Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Cantt,"Cantt, Peshawar",31.806871,71.207677,3.4,Busy,3,50,46,High,True,Roman Urdu,476-789-5854x89656,nicolerivas@schneider-scott.com,2024-07-27
15671,Patty Carpenter Services,Carpenter,Karachi,DHA,"DHA, Karachi",24.050276,71.506269,4.4,Offline,4,442,96,High,False,"English, Urdu",411-016-3672x884,daviscindy@carter.com,2025-06-18
15672,Jessica Mobile Repair Services,Mobile Repair,Karachi,Clifton,"Clifton, Karachi",31.492298,68.971936,4.1,Offline,11,4036,35,Medium,False,"English, Urdu",439-134-1422,ramosmatthew@hotmail.com,2023-07-30
15673,Pedro Home Tutor Services,Home Tutor,Islamabad,I-8,"I-8, Islamabad",33.773107,70.900634,4.0,Offline,1,4552,51,High,False,"Urdu, Roman Urdu",+1-472-384-6441x11900,ryan36@yahoo.com,2023-01-19
15674,Jesus Electrician Services,Electrician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",27.329239,68.030457,4.7,Offline,17,2880,112,High,False,"Urdu, Roman Urdu",220-091-8570,whitecharles@parker-navarro.biz,2024-02-26
15675,Joan Tutor Services,Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",29.856183,72.349903,3.8,Available,14,2225,53,Low,False,"English, Urdu, Roman Urdu",180.917.4520x143,markanderson@yahoo.com,2024-02-02
15676,Patricia Beautician Services,Beautician,Peshawar,Cantt,"Cantt, Peshawar",26.742585,69.188426,4.8,Busy,9,4669,118,Low,False,"Urdu, Roman Urdu",(408)523-5422,grivera@hotmail.com,2024-04-19
15677,Kathryn Mechanic Services,Mechanic,Islamabad,F-10,"F-10, Islamabad",27.546823,72.851039,3.9,Offline,19,263,45,High,True,Roman Urdu,221.883.2158,boydemily@reeves.org,2024-10-26
15678,Carlos Plumber Services,Plumber,Peshawar,Cantt,"Cantt, Peshawar",32.008853,68.339657,4.0,Available,7,4146,89,High,False,English,545-293-7596x63978,john07@yahoo.com,2023-01-02
15679,Erin Electrician Services,Electrician,Peshawar,Cantt,"Cantt, Peshawar",33.331336,73.006048,4.3,Busy,20,4242,64,Medium,True,Urdu,+1-563-750-9815,samuelparker@yahoo.com,2026-02-03
15680,Jeffrey Tutor Services,Tutor,Peshawar,University Town,"University Town, Peshawar",30.754069,73.816627,3.3,Available,3,2244,83,Low,True,"English, Urdu",001-849-467-2631,angelaford@gmail.com,2026-04-16
15681,Andres Home Tutor Services,Home Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.10338,72.595363,3.0,Available Soon,14,3909,18,High,False,"English, Urdu",547-431-8786x632,leejames@fernandez.info,2022-09-04
15682,Ryan Appliance Repair Services,Appliance Repair,Rawalpindi,Saddar,"Saddar, Rawalpindi",25.41145,67.587343,4.2,Available,13,1596,6,Low,True,"Urdu, Roman Urdu",+1-474-856-6286x190,harriscaleb@hotmail.com,2023-12-11
15683,Haley Mobile Repair Services,Mobile Repair,Islamabad,Bahria Town,"Bahria Town, Islamabad",26.458112,67.011064,4.1,Available Soon,14,4934,83,High,False,"English, Urdu",001-071-675-4576x6808,njones@pitts.com,2023-11-06
15684,Glenn Mobile Repair Services,Mobile Repair,Islamabad,G-13,"G-13, Islamabad",32.778931,69.550631,3.1,Available,14,1038,107,Medium,False,English,773.569.3737,zyoung@hotmail.com,2025-05-08
15685,Charles Mechanic Services,Mechanic,Lahore,DHA,"DHA, Lahore",25.506583,67.330944,3.7,Available,1,4255,35,High,False,"English, Urdu",001-473-065-0528,dperkins@simmons-lopez.org,2022-04-28
15686,Morgan Mobile Repair Services,Mobile Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",28.991901,69.793525,4.7,Available Soon,15,1502,63,Medium,False,"English, Urdu",610-597-5071x36640,selena69@hotmail.com,2024-10-29
15687,Ashley Cleaning Service Services,Cleaning Service,Karachi,Malir,"Malir, Karachi",26.259728,70.050009,4.4,Available,16,277,84,Medium,False,"English, Urdu, Roman Urdu",807.688.2327x94341,oferrell@fields.biz,2025-02-28
15688,Holly Beautician Services,Beautician,Islamabad,Blue Area,"Blue Area, Islamabad",27.251587,73.581011,3.2,Busy,10,81,49,High,False,"English, Urdu",171-860-2625x46524,taylorkaitlin@hanson.info,2025-01-22
15689,Madison Appliance Repair Services,Appliance Repair,Lahore,Gulberg,"Gulberg, Lahore",26.809248,69.706516,4.3,Available Soon,2,1817,11,Low,False,"English, Urdu",(408)481-5506,epatterson@yahoo.com,2026-01-18
15690,Brenda Tutor Services,Tutor,Lahore,Bahria Town,"Bahria Town, Lahore",27.215111,70.573113,3.4,Busy,18,852,94,Low,True,English,2960275635,hicksstacy@hotmail.com,2026-01-02
15691,Angela Plumber Services,Plumber,Lahore,Gulberg,"Gulberg, Lahore",29.673812,73.249857,3.5,Available Soon,11,690,12,Low,False,English,570-727-7353,haynesrobert@williams.info,2023-11-10
15692,Anthony Mechanic Services,Mechanic,Islamabad,I-8,"I-8, Islamabad",26.686034,69.658788,4.5,Available Soon,9,4945,88,Low,False,Urdu,(465)871-6164x107,philip94@cole.com,2024-05-15
15693,Jennifer Mechanic Services,Mechanic,Rawalpindi,PWD,"PWD, Rawalpindi",33.065697,72.693412,4.3,Busy,9,4533,106,Low,True,Urdu,+1-208-872-6133x05783,williamhuff@mckay-reyes.com,2023-07-21
15694,Joseph Cleaning Service Services,Cleaning Service,Peshawar,Cantt,"Cantt, Peshawar",29.668591,70.815446,4.5,Available,4,4238,28,Low,False,"English, Urdu",532-381-0448x808,matthew38@yahoo.com,2025-06-16
15695,Marcus Carpenter Services,Carpenter,Karachi,Clifton,"Clifton, Karachi",26.416851,69.569514,4.6,Available Soon,20,3269,55,Low,True,"English, Urdu",258.569.0411x8645,garythomas@yahoo.com,2026-04-20
15696,Andres Mechanic Services,Mechanic,Karachi,Korangi,"Korangi, Karachi",28.145776,72.70836,3.8,Busy,5,1070,59,High,True,"English, Urdu",001-637-034-2130,tamara08@gmail.com,2026-02-18
15697,Shannon Painter Services,Painter,Peshawar,Cantt,"Cantt, Peshawar",25.062924,72.046372,4.1,Offline,14,1993,100,Low,True,Urdu,+1-190-397-2843x6841,benjamin93@roberts.com,2024-11-28
15698,Jodi Home Tutor Services,Home Tutor,Karachi,Malir,"Malir, Karachi",29.559745,70.852681,4.0,Offline,2,1529,92,Medium,False,"English, Urdu",+1-733-567-9588x9853,marissathomas@ramirez.com,2025-06-14
15699,April Tutor Services,Tutor,Karachi,Malir,"Malir, Karachi",27.356829,68.666155,4.6,Busy,16,1936,12,High,True,Urdu,7762471071,chadandrews@gmail.com,2022-12-22
15700,Johnny Plumber Services,Plumber,Karachi,DHA,"DHA, Karachi",33.520805,73.460672,4.8,Busy,18,1525,84,Medium,True,"English, Urdu",763-124-8196x1235,robert43@glass-miller.com,2026-01-16
